            t             I           Ierr
 94.372469853  26.652861895 0.140798609847
97.2641752359 26.2995324967 0.134905354054
87.3420341967 26.7692260276 0.152297977253
89.7710700037 26.9235210556 0.212148549883
91.5370410091 26.3933704064 0.195676867717
92.5748234095 26.8721587088 0.171239860972
91.3627940407  27.331964855 0.202476234705
99.6506684014 26.3045086519 0.137224569242
92.0561546641 26.4967595119 0.178209182455
97.8955357424 26.2061853415 0.135122922871
96.4845744312 26.2574827395 0.134779939597
94.1146744531 26.4606722431 0.148682862373
88.6686875088 26.2380721679 0.182444867665
88.3334728989 27.0190456271 0.173434855338
94.4120228118 26.6414647363 0.139929956797
92.6603595034 26.5840856585 0.171172059474
99.9559543418 26.7694814865 0.137830946926
98.5864497465 26.5936737527 0.135628724431
99.0155376092 26.4644168487 0.136191830876
95.6963942497 26.4853957215  0.13470809333
 87.148653977 26.7479217216 0.149596736548
95.8506029427 26.4522447724 0.134714692573
 89.433397075 27.0442870898  0.20310378567
95.7956259607 26.4772830795 0.134711431718
93.1990837449 26.8710700834 0.173069623068
92.7319764704 26.4825719809 0.171292766427
89.1074219623 26.6337246474 0.194236450076
 96.208943642 26.3689235158 0.134748781709
93.4122831307 26.5940720494 0.171662678302
92.1770379524 26.7014196268 0.175504628458
91.8870735462 26.5803804628 0.183015342123
88.7871492161 26.1234805603 0.185635654634
92.0185519653 26.9822656738 0.179179686318
98.8859606733 26.4595811295 0.136002740303
95.9434442381 26.4683447159 0.134721869286
90.1244588086 27.2154788526   0.2197729523
95.9533175742 26.4252863682 0.134722730978
99.6243192299 26.5845172751 0.137178512607
99.3870748267 26.6545882004 0.136781199186
91.4640902254 26.8235717077 0.198532961615
95.7349938795  26.652073628 0.134708947711
95.2352309737 26.3940891145 0.134780002509
96.4218401745  26.169435174 0.134772725965
 91.566150989 26.8325483764 0.194543397314
89.1158924925 26.7197224027 0.194464722563
98.0009592508 26.8071982735 0.135175511292
92.6209008036 26.7107422146 0.171172108663
99.9836704222 26.3847511738 0.137896236991
91.4257391835  26.746205647 0.200033459036
93.4224172025 26.7937376576 0.171522066885
95.1388736315 26.3223826912 0.134834583414
89.3570216943 26.5315870798 0.201012915095
 86.166677343 26.5247650604 0.140372655434
91.4608733249 26.9823255542 0.198658993157
86.4704864626 26.6192037065 0.142493730729
 93.383812476 26.7175515389 0.172018482639
96.8752966022 26.5434167496 0.134830411291
95.1561072008  26.794251398 0.134822761174
94.1573088006 26.5991467766  0.14713823232
91.2748967981 26.7141678716 0.205804302092
91.8782625195 26.7377950986 0.183295176632
98.5377150318 26.5366090685 0.135577548952
98.0035406435 26.3291784227 0.135176879552
96.2937998718 26.2307553814 0.134758227257
97.8579299846  26.529242122 0.135105597828
99.2822642962 26.4390652106 0.136610881887
87.6236536894 26.5667709718 0.157008210586
87.5409679757 26.7910109422 0.155517852758
85.7946700073  26.447661707  0.13865563312
88.6279255306 26.8253693401 0.181344764256
95.0291345774 26.4241118601 0.134941448885
91.2676167579 27.1622899207 0.206073822097
88.7514657724 27.0602482066 0.184675667269
96.0086376422 26.3928792239 0.134727832074
87.7690226824 26.7550452245 0.159861058517
95.5594268919 26.2830437857 0.134710936074
87.4254905119 26.8471949147 0.153589012683
99.8164435954 26.4711605347 0.137532712135
99.9337397616 26.7263115297 0.137780227395
88.6436726695 26.7885696141  0.18176984564
89.6243020061  26.949531182 0.208300066599
98.2867266985  26.371760164 0.135356182216
96.0827356409 26.4320145454 0.134735238673
96.0290134764 26.4435521975 0.134729812051
90.4326295651 26.9638392401 0.222703140618
 89.738828842 26.8662820347 0.211322671594
92.6484220957 26.8718101865 0.171166716817
95.1454573933 26.2696229404  0.13482994201
98.8639744878 26.4685832128 0.135972061255
87.2519950722 26.7467499956 0.150993113768
 95.078200086 26.4473245327 0.134885853799
97.0889110956 26.3053357892 0.134867200544
96.5475312882 26.3727231955 0.134787297462
95.8874297522 26.4259144306 0.134717319044
97.2438496242 26.4589636708 0.134900508441
94.4903554018 26.5481736038 0.138478990235
86.0767297799 26.6807694622 0.139873806133
96.4553540943 26.3639469994 0.134776567897
99.4740877158 26.4630321834 0.136924400396
90.5995250716 26.7035486563 0.222247721076
97.1288016055  26.401247443 0.134875187212
86.4406567255 26.5395476384 0.142255531149
92.9112577301 26.6382611461 0.172064398808
97.7176388632 26.4187319462 0.135046699952
91.6319339321 27.0547274653 0.192012018375
88.4408152167 26.7239195029  0.17629968055
97.8888488012  26.460121396 0.135119790422
 99.198502025   26.40736613 0.136476481526
 98.655454214 26.4720710135  0.13570595634
86.5854019536 26.7641475151 0.143470698678
88.3145285612  26.682897245 0.172933885126
95.8617534343 26.4311528982 0.134715453605
94.5014700261 26.6849081149 0.138300842569
 87.521050938 26.4813612412  0.15517276746
87.0890074309 26.5640436941  0.14883526538
95.7728162464 26.2370159562   0.1347103473
96.8071865566 26.1340288449 0.134820442814
96.3364851035 26.2633610337 0.134763032442
90.5501185092 26.6826690947 0.222544756969
98.4466362743 26.3720838282 0.135489281516
96.8752680005 26.6215069751 0.134830406952
91.9445428262 26.5211656968 0.181257839484
99.4603905491 26.2557671523 0.136901723836
87.9380668017 26.8941347999 0.163550349587
88.1745338428 26.7284683949 0.169297390719
99.9255814142 26.6517885208 0.137761941709
95.2270248444 26.2007847763 0.134783693311
96.1918337071 26.1389773286 0.134746901282
92.9570217253 27.2544133123 0.172307203207
92.9535980834 26.6535852046 0.172289147196
97.5688194108 26.4421374908 0.134992784668
99.1902536937 26.3970500808 0.136463349967
89.5314381417 26.8027522028 0.205784854952
98.5687875106 26.3137096366 0.135609855844
99.6226503342 26.5073322861  0.13717561484
87.8563424194 26.9793718316   0.1617181976
95.4488093429 26.3771359752 0.134722066454
99.9879609438 26.7571305839 0.137906553258
87.5067335307 26.8080193129 0.154927961419
85.8877317337 26.5632742155 0.139004050714
97.0467895695 26.6314223273 0.134859180085
88.8588026923 26.7208257015 0.187560527023
94.1691016673 26.9036262571 0.146725364713
87.3583208731 26.8487586907 0.152543524016
93.0957968179 26.6079347072 0.172926365682
98.8805590019 26.5691806478 0.135995161378
95.5275091377 26.2421222178 0.134713206777
88.4889390991 26.7818952569 0.177594003437
96.4109438003 26.2939732264 0.134771481751
87.9814642864 26.9377729242 0.164558227285
93.0381862282 26.8103516509 0.172707047877
96.4391588506 26.6114429323   0.1347747083
96.2067704325 26.4482752941 0.134748542314
85.7705131634 26.5365298846 0.138572820179
87.2649367188 26.6838426424 0.151175375671
92.7279393357 26.6144270325 0.171282236406
97.4287516122 26.3885278607 0.134949009049
99.9013255999 26.3905326015 0.137708603572
90.1795800869 26.9142393923 0.220612764328
99.0125052255 26.3018961295 0.136187262728
88.7105033087  26.426078223 0.183572403716
98.1631358503 26.3326711256 0.135270180201
88.4291907877   26.97074426 0.175987740451
 91.449573785 26.7774290239 0.199101505499
94.7983877512 26.3138131553 0.135536481386
95.1620999953  26.479877957 0.134818890314
89.7217033544 27.4054974626 0.210878775253
91.0118638205 26.8338497968 0.214588954537
93.4938389832 26.8368034035 0.170317561719
93.1230458586 27.0134151815 0.173000435878
94.5584357645  26.480519951 0.137488352946
87.0699474405 26.5524384585 0.148598324477
95.0253036402 26.3372203421  0.13494644847
92.9777032629 27.0826950556 0.172415042902
96.9265317832 26.3213518421 0.134838410186
95.4935886464 26.2027944135 0.134716420798
89.3730480633  26.816625587 0.201451330026
95.4230304758 26.6179140622 0.134726118702
96.6327277574 26.4889656455 0.134797553857
90.0431850855 27.0412370915 0.218327725417
92.1325937143 26.9282861676 0.176423604291
88.6705994468 26.7829107135 0.182496446952
96.5168621281 26.4980626409 0.134783694888
90.6268909876 27.3555875058  0.22202382178
91.0337080572 26.9997232041 0.213951279969
 87.808315277 26.5614992281 0.160683586455
95.4495682829 26.5473220479 0.134721956434
95.6752922014  26.569097917 0.134707898556
 93.964666851 26.8441856129 0.154580225562
89.9078366351 26.4121565307 0.215465660034
99.6958431319 26.5175377098 0.137305051827
86.5496555964 26.5243154991 0.143156808395
97.9136867362 26.4393535768 0.135131541891
86.5629926183 26.6643673085 0.143272876136
90.2290060662 26.6976722431 0.221258812755
91.5368450458 26.9103005514 0.195684516904
 89.373989271 27.1160664226 0.201477085286
98.8791012485 26.3412412898 0.135993120643
99.1699650971 26.4566816476 0.136431143501
99.1258159822 26.5088610075 0.136361576739
86.2296685139 26.3601284051 0.140756680607
95.3181634402 26.4392698921 0.134749963925
96.5202962864 26.5001349731 0.134784096426
93.8161951544 26.7167965691 0.160545953377
95.6976368619 26.1137527357 0.134708111036
 96.802476281 26.4728726396 0.134819778705
 92.852540135 26.2577370527 0.171763629049
93.9731869292 26.7090057665 0.154233977113
86.7387416687 26.7544277347 0.144917097798
99.5452583209 26.2961254824 0.137043330747
86.4164134699  26.240979303 0.142066689803
91.5619436244 27.0086045925 0.194706834816
93.8050898944 26.7946837132 0.160974369195
88.9763719551 26.7563109696 0.190714546405
 91.160259625 27.1955917696 0.209900452304
93.4400833832 26.8291841372 0.171259128067
93.2601983368 26.9664990523 0.172939425112
99.8440184412 26.7178582241 0.137588172172
93.2074436229 27.0280257985  0.17306261737
87.3282768826 26.5325915877  0.15209290139
99.8335551786 26.5624810888 0.137566951773
91.0874621788 26.9216914884 0.212301203892
88.7437960705 26.8526470989 0.184469196822
93.7258877996 26.7880985005 0.163889233252
 91.446812811 26.8724147772 0.199209576826
97.7696096453 26.4797104022 0.135067527573
94.3315035032 26.7512332272 0.141797616059
89.6640484163 26.6066062852 0.209361993822
95.7199346438 26.5222859988  0.13470854134
98.6193993415 26.5931250204 0.135664905061
94.4776155649  26.452307416 0.138691423555
87.4351925622 26.5831763803 0.153744526508
90.8074091809  26.702347045 0.219498152279
90.7660194433 27.0471875716 0.220235432253
94.5786977328 26.6899783945 0.137237756067
94.5465570532  26.552316182 0.137644352115
95.6148795052 26.4327678643 0.134708545451
86.0541263004  26.573228011 0.139757377914
85.8588323755 26.6590067271 0.138890655988
 90.844370278   27.13959019 0.218763155934
97.0265258413 26.3893745035 0.134855466293
86.4962291975 26.6326328706 0.142704440845
95.5414567476 26.3877447031 0.134712128569
 99.964195291  26.465898434 0.137850120458
92.0641271503 26.7780307549 0.178011092357
94.2990210055 26.6349164301 0.142661759715
94.1172628138 26.7696846296  0.14858690964
96.4871201222 26.4595834288 0.134780234466
 85.998891185 26.5899572105 0.139487469247
88.6771221053 27.0076543194 0.182672395134
85.6224462017 26.4257883131 0.138125167716
 88.895757271 26.6674275673 0.188552156425
85.6528348072 26.4841668778 0.138209316206
86.4976466761 26.7388110132 0.142716181002
86.6148787657 26.7203404281 0.143736226264
91.2417005732 26.9512226322 0.207024020929
 90.968618862 26.9725900233 0.215791438068
92.0864863727 26.7231871799 0.177470121309
86.0375626165  26.496004554 0.139674282796
99.3894295004  26.456823273 0.136785050643
96.2115340668 26.4108430965 0.134749067267
99.1136172371 26.4175491775  0.13634249522
97.1812440552 26.3859630411 0.134886295651
97.1569831412 26.3542958297 0.134881068701
98.8725251593 26.3416301162 0.135983939128
91.1487797142 26.5101656419  0.21029065632
92.3459444601 26.3754115037  0.17283490624
89.5361537375 26.7022825895 0.205913376834
96.3846125214 26.4732881164 0.134768483755
95.3891305796 26.7138517398  0.13473244297
98.5403409257 26.3844559459 0.135580235503
96.5071822536 26.2094548155 0.134782565379
94.5082998961 26.5431311336  0.13819464177
91.4796071794 26.6180133326 0.197924865082
91.6915686425 26.6754693132 0.189771320171
96.1789957237 26.6848885997 0.134745497406
99.6538100254 26.2634365634 0.137230101102
 88.312877052 26.6125697771 0.172890293998
88.2266062487 26.8578755818 0.170634611333
89.1828760001 26.8599423764 0.196273737332
87.2771903269 26.8527527122 0.151349543443
89.1842313931 26.6740321562 0.196310419018
98.7153418477 26.2929741228 0.135777481259
95.7309406508 26.3743595903 0.134708829482
98.0321634437 26.3268796426 0.135192329666
 91.150184557  27.239331312 0.210243126709
 92.543179277 26.4556134606 0.171331734409
99.9993480711 26.9631770659 0.137934215059
93.5772188954 26.6728840976 0.168433319392
95.1369455562 26.4686860744 0.134835973011
93.4170369348 26.8197526043   0.1715976411
99.8602619489  26.620232741 0.137621564159
91.7155111297 26.8651876176 0.188890685838
90.6149591819 27.2155718164 0.222126651279
93.1236217967 26.7526440708 0.173001755931
92.2551473085 26.9820549999 0.174107377816
87.5014459589 26.7318559649  0.15483823505
97.1372249583 26.3263982416 0.134876924059
92.3632897725 26.8881945493 0.172634584569
97.5374228399 26.6023874268 0.134982412335
91.4234289079 26.7680228135 0.200123650007
88.3896640647  26.825032321 0.174929741708
 93.820225785 26.6699221574 0.160389481922
99.3030879645 26.4985684897 0.136644547181
94.4347621827 26.3342171293 0.139472544219
90.3292610917 26.5913896988 0.222227926248
93.9369198289  26.903072422 0.155710083391
 98.592749316 26.6184563263 0.135635542998
99.5957722206 26.4753292418 0.137129233019
94.4893912117 26.6819492149 0.138494758281
90.6219810834 27.1427122433 0.222067110462
91.2103950866 27.0419380627 0.208150731505
85.5787071274 26.5993633332 0.138010210279
96.5114962376 26.3950987866 0.134783068353
85.9424312112 26.7887502131 0.139232282903
94.6001675259  26.479899358 0.136992709353
94.4718404349 26.7165398927 0.138790661897
93.0083412846 26.6780040212 0.172568601554
95.2740618774 26.4902580008 0.134764419618
 95.075173775 26.6324022515 0.134888871462
99.5876779457 26.2947349618 0.137115364409
99.1193193679 26.5061600074 0.136351406458
95.3699793611 26.4951514511 0.134736562359
86.3439554568 26.7571562741 0.141527891919
98.3565381508 26.4625484916 0.135411032208
99.0723405001 26.6198949922 0.136278448703
96.8442924196 26.5538381641 0.134825785612
85.8672168066 26.5014518165 0.138923057619
89.8811474664 26.4925143284 0.214846482368
92.8669688349 26.9253949673 0.171835043322
85.8786364039 26.5967260949 0.138967839759
94.6786482104 26.5057672499 0.136259324154
91.0713947736  26.805481011 0.212806035055
96.8456034894 26.1887226964 0.134825978143
 90.838604559 26.5326713235 0.218882487763
92.3941042349  26.645216871  0.17231207481
98.1964397617 26.6378519655 0.135292055791
92.1956421425 26.8422876394 0.175146507992
 95.345792921 26.5366364709 0.134742384224
86.8711275218 26.6096943807 0.146294672946
95.6396963485 26.3438150234  0.13470805129
 88.715771755 26.9195455309 0.183714375262
86.3258958015 26.6653121915 0.141399611288
89.1352444396  27.282383468 0.194986628154
 89.492224893 26.8295752024 0.204714095633
91.3026073086 27.0481151758 0.204768900559
98.6463637539 26.5231050442 0.135695462648
96.9616062297 26.3874859111 0.134844163444
89.9717942037 27.0896895212  0.21688080953
 95.325245456  26.248239336  0.13474792072
92.1562275116 26.7696379291 0.175923840105
95.5133515307 26.6392137954 0.134714443575
88.5182867065 27.2669235258  0.17838504564
94.4128964882 26.7881052005 0.139911821332
92.2449141126  26.603219652  0.17427450793
86.1334055744 26.3728437448 0.140181423661
87.3729116499 26.6847128004 0.152766090965
93.7017753995 26.7181096321 0.164717500504
85.9464329079 26.7358300531 0.139249701222
88.3623097855  26.645704518  0.17420048768
94.0662276454 26.7330513425 0.150523968372
97.8636939283 26.5335050107 0.135108207951
96.4150473481 26.3053181853 0.134771950059
86.8394698604 26.8554929169 0.145954317624
 88.522358276 27.0450689237 0.178494864345
93.5626989284 26.6436898474 0.168798059869
92.5557625104 26.7753203345 0.171290626693
92.8710985187  27.100474478 0.171855852754
89.2000735189 26.7181394571 0.196739402267
85.5534495954 26.4358064793 0.137946902512
95.0499561556 26.6347403186 0.134916034092
95.2750146666 26.2258669643 0.134764073229
94.9734948809 26.4274979665 0.135025493097
92.3817728986 26.9622778505 0.172436037827
86.1341303674 26.4359671993 0.140185504857
97.4146188235 26.4951164596 0.134944940439
90.0608058528  26.809345853 0.218660487417
